match_date,tournament,tour,surface,indoor,round,player_1,player_2,rank_p1,rank_p2,p1_win,winner_name,loser_name,set_scores,odds_p1,odds_p2,p1_serve_points_won_pct,p2_serve_points_won_pct,p1_return_points_won_pct,p2_return_points_won_pct,p1_hold_pct,p2_hold_pct,p1_break_pct,p2_break_pct,tournament_tier,total_games,game_margin
2023-09-20,Tourney_7,WTA,Hard,0,R16,WTA_Player_19,WTA_Player_15,13,66,1,WTA_Player_19,WTA_Player_15,6-4 3-6 6-3,1.544,3.42,0.71,0.7,0.414,0.414,0.807,0.793,0.248,0.187,4,24.2,-0.1
2023-09-23,Tourney_7,ATP,Clay,0,F,ATP_Player_9,ATP_Player_15,49,42,0,ATP_Player_15,ATP_Player_9,6-4 3-6 6-3,2.245,2.022,0.623,0.708,0.406,0.445,0.881,0.706,0.349,0.329,1,23.6,2.8
2023-09-26,Tourney_2,ATP,Clay,0,SF,ATP_Player_18,ATP_Player_20,42,12,0,ATP_Player_20,ATP_Player_18,6-4 3-6 6-3,2.732,1.742,0.637,0.706,0.337,0.368,0.724,0.8,0.256,0.216,4,27.4,10.9
2023-09-29,Tourney_8,ATP,Clay,0,R16,ATP_Player_9,ATP_Player_11,16,83,1,ATP_Player_9,ATP_Player_11,6-4 3-6 6-3,1.453,3.97,0.706,0.598,0.44,0.442,0.88,0.826,0.234,0.13,3,27.1,-0.6
2023-10-02,Tourney_7,ATP,Clay,0,QF,ATP_Player_15,ATP_Player_8,29,59,0,ATP_Player_8,ATP_Player_15,6-4 3-6 6-3,1.742,2.732,0.654,0.714,0.335,0.334,0.813,0.711,0.247,0.123,1,23.8,2.0
2023-10-05,Tourney_6,WTA,Clay,1,R16,WTA_Player_19,WTA_Player_7,47,93,1,WTA_Player_19,WTA_Player_7,6-4 3-6 6-3,1.597,3.185,0.627,0.622,0.377,0.366,0.795,0.886,0.217,0.219,3,20.7,0.1
2023-10-08,Tourney_5,WTA,Hard,0,F,WTA_Player_20,WTA_Player_18,111,21,1,WTA_Player_20,WTA_Player_18,6-4 3-6 6-3,5.167,1.34,0.625,0.668,0.367,0.421,0.712,0.833,0.304,0.33,4,12,-1.6
2023-10-11,Tourney_5,ATP,Grass,0,QF,ATP_Player_13,ATP_Player_16,47,4,1,ATP_Player_13,ATP_Player_16,6-4 3-6 6-3,3.091,1.622,0.63,0.596,0.423,0.403,0.779,0.769,0.178,0.279,4,25.9,1.0
2023-10-14,Tourney_1,WTA,Grass,0,F,WTA_Player_2,WTA_Player_16,43,60,0,WTA_Player_16,WTA_Player_2,6-4 3-6 6-3,1.888,2.437,0.62,0.592,0.339,0.399,0.68,0.799,0.228,0.152,4,18.8,3.6
2023-10-17,Tourney_5,ATP,Clay,0,R32,ATP_Player_20,ATP_Player_11,67,25,1,ATP_Player_20,ATP_Player_11,6-4 3-6 6-3,3.061,1.63,0.595,0.657,0.431,0.343,0.727,0.742,0.135,0.138,1,17.9,-0.5
2023-10-20,Tourney_6,WTA,Hard,0,R16,WTA_Player_19,WTA_Player_14,10,91,1,WTA_Player_19,WTA_Player_14,6-4 3-6 6-3,1.379,4.649,0.671,0.633,0.337,0.381,0.85,0.729,0.266,0.326,4,20.9,-0.3
2023-10-23,Tourney_7,ATP,Hard,0,QF,ATP_Player_8,ATP_Player_12,62,33,0,ATP_Player_12,ATP_Player_8,6-4 3-6 6-3,2.707,1.752,0.582,0.601,0.375,0.406,0.808,0.761,0.267,0.24,4,19.6,0.5
2023-10-26,Tourney_7,ATP,Clay,0,SF,ATP_Player_16,ATP_Player_15,1,103,1,ATP_Player_16,ATP_Player_15,6-4 3-6 6-3,1.294,5.977,0.622,0.719,0.385,0.331,0.737,0.794,0.307,0.177,2,21.0,-4.6
2023-10-29,Tourney_5,WTA,Grass,0,R16,WTA_Player_11,WTA_Player_2,68,45,0,WTA_Player_2,WTA_Player_11,6-4 3-6 6-3,2.566,1.817,0.716,0.65,0.434,0.398,0.775,0.704,0.286,0.126,2,15.8,-3.5
2023-11-01,Tourney_1,WTA,Clay,0,R32,WTA_Player_19,WTA_Player_5,40,29,0,WTA_Player_5,WTA_Player_19,6-4 3-6 6-3,2.319,1.966,0.615,0.699,0.373,0.341,0.788,0.698,0.298,0.154,1,20.9,-4.8
2023-11-04,Tourney_8,ATP,Clay,0,R32,ATP_Player_3,ATP_Player_20,103,26,1,ATP_Player_3,ATP_Player_20,6-4 3-6 6-3,4.44,1.399,0.629,0.699,0.438,0.361,0.9,0.764,0.135,0.32,2,22.6,1.5
2023-11-07,Tourney_5,ATP,Hard,0,R16,ATP_Player_20,ATP_Player_16,83,64,0,ATP_Player_16,ATP_Player_20,6-4 3-6 6-3,2.478,1.864,0.719,0.716,0.372,0.359,0.743,0.713,0.302,0.221,3,19.7,4.8
2023-11-10,Tourney_4,WTA,Hard,1,QF,WTA_Player_5,WTA_Player_15,95,39,0,WTA_Player_15,WTA_Player_5,6-4 3-6 6-3,3.528,1.523,0.601,0.649,0.334,0.444,0.79,0.855,0.329,0.189,4,12,-4.1
2023-11-13,Tourney_7,ATP,Clay,0,F,ATP_Player_2,ATP_Player_3,18,89,1,ATP_Player_2,ATP_Player_3,6-4 3-6 6-3,1.431,4.15,0.593,0.611,0.378,0.436,0.733,0.854,0.137,0.141,4,20.1,3.3
2023-11-16,Tourney_7,ATP,Hard,1,R16,ATP_Player_11,ATP_Player_16,9,67,1,ATP_Player_11,ATP_Player_16,6-4 3-6 6-3,1.51,3.603,0.585,0.633,0.379,0.339,0.744,0.719,0.321,0.209,3,25.6,4.9
2023-11-19,Tourney_7,ATP,Grass,0,SF,ATP_Player_15,ATP_Player_11,44,39,1,ATP_Player_15,ATP_Player_11,6-4 3-6 6-3,2.211,2.051,0.611,0.594,0.39,0.416,0.682,0.851,0.295,0.149,4,20.8,0.5
2023-11-22,Tourney_6,WTA,Hard,0,F,WTA_Player_15,WTA_Player_12,100,78,1,WTA_Player_15,WTA_Player_12,6-4 3-6 6-3,2.544,1.829,0.645,0.609,0.397,0.418,0.783,0.703,0.167,0.237,4,27.7,-4.6
2023-11-25,Tourney_6,ATP,Hard,1,R32,ATP_Player_18,ATP_Player_6,15,67,1,ATP_Player_18,ATP_Player_6,6-4 3-6 6-3,1.551,3.385,0.584,0.632,0.364,0.332,0.686,0.813,0.293,0.121,3,27.3,1.2
2023-11-28,Tourney_8,WTA,Clay,0,R16,WTA_Player_17,WTA_Player_20,96,78,1,WTA_Player_17,WTA_Player_20,6-4 3-6 6-3,2.457,1.876,0.704,0.632,0.338,0.446,0.784,0.89,0.286,0.193,1,18.0,-6.7
2023-12-01,Tourney_3,WTA,Hard,0,R16,WTA_Player_18,WTA_Player_2,54,53,1,WTA_Player_18,WTA_Player_2,6-4 3-6 6-3,2.144,2.112,0.652,0.589,0.323,0.424,0.9,0.895,0.185,0.275,1,14.9,5.4
2023-12-04,Tourney_7,ATP,Grass,0,F,ATP_Player_1,ATP_Player_12,85,9,0,ATP_Player_12,ATP_Player_1,6-4 3-6 6-3,4.39,1.404,0.597,0.599,0.417,0.377,0.896,0.778,0.259,0.225,3,19.0,-1.0
2023-12-07,Tourney_6,ATP,Clay,0,R32,ATP_Player_1,ATP_Player_6,75,110,1,ATP_Player_1,ATP_Player_6,6-4 3-6 6-3,1.693,2.862,0.655,0.63,0.345,0.437,0.84,0.786,0.179,0.199,4,19.9,6.7
2023-12-10,Tourney_3,WTA,Clay,1,R32,WTA_Player_7,WTA_Player_5,36,27,1,WTA_Player_7,WTA_Player_5,6-4 3-6 6-3,2.281,1.993,0.687,0.612,0.398,0.348,0.745,0.684,0.277,0.316,3,23.4,-4.8
2023-12-13,Tourney_3,WTA,Hard,0,QF,WTA_Player_14,WTA_Player_16,42,30,1,WTA_Player_14,WTA_Player_16,6-4 3-6 6-3,2.337,1.952,0.628,0.651,0.348,0.4,0.823,0.738,0.283,0.282,1,17.7,-8.2
2023-12-16,Tourney_5,WTA,Clay,0,SF,WTA_Player_13,WTA_Player_1,91,32,0,WTA_Player_1,WTA_Player_13,6-4 3-6 6-3,3.641,1.503,0.615,0.71,0.339,0.441,0.832,0.729,0.225,0.14,1,22.1,-6.4
2023-12-19,Tourney_5,ATP,Grass,0,R32,ATP_Player_8,ATP_Player_19,54,83,0,ATP_Player_19,ATP_Player_8,6-4 3-6 6-3,1.752,2.707,0.698,0.669,0.363,0.367,0.799,0.722,0.136,0.226,2,25.7,6.5
2023-12-22,Tourney_8,ATP,Clay,0,SF,ATP_Player_7,ATP_Player_20,84,13,0,ATP_Player_20,ATP_Player_7,6-4 3-6 6-3,4.15,1.431,0.662,0.628,0.324,0.383,0.772,0.806,0.324,0.325,4,29.7,-0.8
2023-12-25,Tourney_8,ATP,Clay,0,R16,ATP_Player_20,ATP_Player_15,74,81,0,ATP_Player_15,ATP_Player_20,6-4 3-6 6-3,2.022,2.245,0.717,0.647,0.369,0.437,0.78,0.732,0.247,0.304,4,21.7,-2.0
2023-12-28,Tourney_6,WTA,Hard,0,QF,WTA_Player_6,WTA_Player_13,43,9,0,WTA_Player_13,WTA_Player_6,6-4 3-6 6-3,2.835,1.703,0.6,0.686,0.344,0.391,0.773,0.816,0.138,0.2,4,24.8,-4.0
2023-12-31,Tourney_3,ATP,Grass,0,F,ATP_Player_19,ATP_Player_12,72,108,0,ATP_Player_12,ATP_Player_19,6-4 3-6 6-3,1.684,2.889,0.635,0.677,0.377,0.383,0.801,0.729,0.148,0.181,2,21.5,-4.9
2024-01-03,Tourney_2,WTA,Clay,0,F,WTA_Player_16,WTA_Player_17,118,7,0,WTA_Player_17,WTA_Player_16,6-4 3-6 6-3,6.687,1.265,0.584,0.717,0.35,0.437,0.779,0.893,0.247,0.332,4,23.4,0.4
2024-01-06,Tourney_5,ATP,Grass,0,QF,ATP_Player_14,ATP_Player_6,70,23,0,ATP_Player_6,ATP_Player_14,6-4 3-6 6-3,3.217,1.589,0.682,0.651,0.324,0.36,0.775,0.713,0.234,0.172,3,18.4,-3.9
2024-01-09,Tourney_8,ATP,Clay,0,R16,ATP_Player_20,ATP_Player_4,75,41,0,ATP_Player_4,ATP_Player_20,6-4 3-6 6-3,2.835,1.703,0.633,0.631,0.355,0.426,0.735,0.824,0.293,0.232,1,13.8,-1.8
2024-01-12,Tourney_5,WTA,Grass,0,R16,WTA_Player_8,WTA_Player_16,37,99,0,WTA_Player_16,WTA_Player_8,6-4 3-6 6-3,1.484,3.76,0.633,0.699,0.415,0.399,0.826,0.809,0.308,0.261,3,21.1,-2.5
2024-01-15,Tourney_4,WTA,Clay,0,R16,WTA_Player_18,WTA_Player_10,40,35,0,WTA_Player_10,WTA_Player_18,6-4 3-6 6-3,2.211,2.051,0.697,0.592,0.358,0.425,0.798,0.858,0.131,0.275,3,24.5,1.5
2024-01-18,Tourney_7,WTA,Grass,0,R16,WTA_Player_2,WTA_Player_6,58,92,1,WTA_Player_2,WTA_Player_6,6-4 3-6 6-3,1.703,2.835,0.582,0.638,0.327,0.404,0.827,0.855,0.134,0.32,1,30.3,-6.3
2024-01-21,Tourney_8,WTA,Clay,0,F,WTA_Player_8,WTA_Player_18,50,99,1,WTA_Player_8,WTA_Player_18,6-4 3-6 6-3,1.574,3.282,0.633,0.624,0.335,0.409,0.817,0.78,0.186,0.122,2,24.4,2.5
2024-01-24,Tourney_2,WTA,Hard,1,R32,WTA_Player_9,WTA_Player_2,98,114,1,WTA_Player_9,WTA_Player_2,6-4 3-6 6-3,1.901,2.416,0.698,0.662,0.423,0.412,0.747,0.691,0.185,0.29,1,24.4,0.3
2024-01-27,Tourney_8,WTA,Hard,0,F,WTA_Player_2,WTA_Player_16,86,20,1,WTA_Player_2,WTA_Player_16,6-4 3-6 6-3,3.927,1.459,0.719,0.625,0.394,0.378,0.784,0.797,0.286,0.139,4,21.4,-3.0
2024-01-30,Tourney_8,WTA,Clay,0,F,WTA_Player_16,WTA_Player_15,75,69,0,WTA_Player_15,WTA_Player_16,6-4 3-6 6-3,2.228,2.036,0.699,0.599,0.436,0.379,0.728,0.869,0.245,0.276,1,22.9,-2.9
2024-02-02,Tourney_2,ATP,Grass,0,SF,ATP_Player_11,ATP_Player_12,108,109,0,ATP_Player_12,ATP_Player_11,6-4 3-6 6-3,2.112,2.144,0.635,0.612,0.408,0.41,0.734,0.682,0.239,0.334,2,21.2,7.8
2024-02-05,Tourney_7,ATP,Grass,0,R16,ATP_Player_4,ATP_Player_19,15,68,1,ATP_Player_4,ATP_Player_19,6-4 3-6 6-3,1.544,3.42,0.713,0.644,0.397,0.372,0.705,0.752,0.199,0.234,3,19.1,0.8
2024-02-08,Tourney_7,WTA,Clay,0,F,WTA_Player_9,WTA_Player_11,119,116,0,WTA_Player_11,WTA_Player_9,6-4 3-6 6-3,2.177,2.081,0.626,0.718,0.408,0.331,0.857,0.87,0.272,0.123,2,18.7,5.5
2024-02-11,Tourney_2,WTA,Hard,1,F,WTA_Player_11,WTA_Player_5,49,63,1,WTA_Player_11,WTA_Player_5,6-4 3-6 6-3,1.926,2.376,0.667,0.638,0.355,0.398,0.81,0.74,0.299,0.191,2,25.0,5.0
2024-02-14,Tourney_7,WTA,Hard,0,F,WTA_Player_10,WTA_Player_2,6,79,1,WTA_Player_10,WTA_Player_2,6-4 3-6 6-3,1.42,4.244,0.665,0.663,0.41,0.379,0.77,0.708,0.267,0.178,1,20.1,5.7
2024-02-17,Tourney_3,ATP,Clay,0,R16,ATP_Player_4,ATP_Player_19,34,49,1,ATP_Player_4,ATP_Player_19,6-4 3-6 6-3,1.913,2.396,0.654,0.688,0.399,0.388,0.72,0.899,0.249,0.334,2,20.4,8.3
2024-02-20,Tourney_4,ATP,Clay,0,F,ATP_Player_19,ATP_Player_9,96,108,1,ATP_Player_19,ATP_Player_9,6-4 3-6 6-3,1.952,2.337,0.618,0.65,0.358,0.404,0.853,0.893,0.228,0.178,1,24.7,1.7
2024-02-23,Tourney_8,ATP,Grass,0,F,ATP_Player_10,ATP_Player_13,67,110,1,ATP_Player_10,ATP_Player_13,6-4 3-6 6-3,1.622,3.091,0.605,0.616,0.412,0.42,0.85,0.808,0.341,0.306,2,19.8,0.4
2024-02-26,Tourney_7,WTA,Clay,1,F,WTA_Player_1,WTA_Player_8,103,19,0,WTA_Player_8,WTA_Player_1,6-4 3-6 6-3,4.814,1.366,0.704,0.583,0.382,0.395,0.829,0.726,0.312,0.215,4,25.6,-6.2
2024-02-29,Tourney_1,WTA,Clay,0,QF,WTA_Player_18,WTA_Player_9,28,11,0,WTA_Player_9,WTA_Player_18,6-4 3-6 6-3,2.437,1.888,0.629,0.609,0.396,0.345,0.773,0.696,0.162,0.321,1,25.2,5.7
2024-03-03,Tourney_3,ATP,Clay,0,SF,ATP_Player_6,ATP_Player_10,51,9,0,ATP_Player_10,ATP_Player_6,6-4 3-6 6-3,3.061,1.63,0.598,0.599,0.402,0.358,0.771,0.779,0.309,0.204,4,24.1,2.0
2024-03-06,Tourney_5,WTA,Clay,0,R32,WTA_Player_13,WTA_Player_15,44,63,1,WTA_Player_13,WTA_Player_15,6-4 3-6 6-3,1.864,2.478,0.672,0.711,0.332,0.437,0.697,0.812,0.145,0.31,1,23.6,0.9
2024-03-09,Tourney_5,ATP,Grass,0,F,ATP_Player_6,ATP_Player_10,7,75,1,ATP_Player_6,ATP_Player_10,6-4 3-6 6-3,1.447,4.014,0.596,0.628,0.357,0.35,0.732,0.791,0.323,0.297,2,27.8,1.7
2024-03-12,Tourney_8,WTA,Hard,1,R32,WTA_Player_4,WTA_Player_13,19,52,0,WTA_Player_13,WTA_Player_4,6-4 3-6 6-3,1.712,2.809,0.719,0.706,0.354,0.401,0.751,0.87,0.176,0.122,3,19.2,2.3
2024-03-15,Tourney_7,ATP,Grass,0,R16,ATP_Player_3,ATP_Player_6,23,114,1,ATP_Player_3,ATP_Player_6,6-4 3-6 6-3,1.336,5.229,0.595,0.624,0.363,0.415,0.795,0.835,0.126,0.19,1,20.6,6.6
2024-03-18,Tourney_4,WTA,Clay,0,QF,WTA_Player_18,WTA_Player_19,29,81,1,WTA_Player_18,WTA_Player_19,6-4 3-6 6-3,1.551,3.385,0.678,0.622,0.44,0.394,0.745,0.818,0.337,0.148,2,24.7,1.4
2024-03-21,Tourney_7,ATP,Clay,1,QF,ATP_Player_1,ATP_Player_5,39,13,0,ATP_Player_5,ATP_Player_1,6-4 3-6 6-3,2.635,1.784,0.632,0.709,0.418,0.38,0.803,0.862,0.133,0.289,2,25.2,-5.6
2024-03-24,Tourney_2,ATP,Clay,1,R32,ATP_Player_16,ATP_Player_17,53,95,1,ATP_Player_16,ATP_Player_17,6-4 3-6 6-3,1.63,3.061,0.656,0.695,0.429,0.381,0.835,0.854,0.303,0.155,1,18.4,-2.7
2024-03-27,Tourney_1,ATP,Clay,0,R32,ATP_Player_14,ATP_Player_9,42,52,0,ATP_Player_9,ATP_Player_14,6-4 3-6 6-3,1.979,2.3,0.638,0.601,0.401,0.389,0.86,0.75,0.246,0.133,4,22.8,3.4
2024-03-30,Tourney_4,WTA,Clay,0,R32,WTA_Player_14,WTA_Player_1,71,61,0,WTA_Player_1,WTA_Player_14,6-4 3-6 6-3,2.3,1.979,0.71,0.684,0.376,0.429,0.886,0.884,0.22,0.136,4,20.7,1.2
2024-04-02,Tourney_1,WTA,Grass,0,R16,WTA_Player_1,WTA_Player_18,61,37,0,WTA_Player_18,WTA_Player_1,6-4 3-6 6-3,2.589,1.806,0.658,0.682,0.413,0.389,0.763,0.898,0.302,0.225,2,18.0,-2.7
2024-04-05,Tourney_2,ATP,Grass,1,QF,ATP_Player_12,ATP_Player_13,76,61,1,ATP_Player_12,ATP_Player_13,6-4 3-6 6-3,2.396,1.913,0.619,0.665,0.337,0.354,0.721,0.89,0.248,0.127,2,22.8,3.2
2024-04-08,Tourney_3,ATP,Grass,0,R16,ATP_Player_4,ATP_Player_3,42,49,1,ATP_Player_4,ATP_Player_3,6-4 3-6 6-3,2.022,2.245,0.666,0.635,0.368,0.365,0.752,0.831,0.276,0.346,2,20.5,1.5
2024-04-11,Tourney_5,WTA,Hard,0,F,WTA_Player_7,WTA_Player_9,50,28,0,WTA_Player_9,WTA_Player_7,6-4 3-6 6-3,2.544,1.829,0.617,0.719,0.358,0.374,0.898,0.707,0.315,0.301,3,17.9,-3.8
2024-04-14,Tourney_7,WTA,Grass,0,R32,WTA_Player_1,WTA_Player_14,70,11,0,WTA_Player_14,WTA_Player_1,6-4 3-6 6-3,3.641,1.503,0.699,0.685,0.345,0.36,0.814,0.838,0.258,0.307,1,21.3,-1.7
2024-04-17,Tourney_4,ATP,Clay,0,R16,ATP_Player_16,ATP_Player_15,88,107,0,ATP_Player_15,ATP_Player_16,6-4 3-6 6-3,1.864,2.478,0.636,0.591,0.323,0.345,0.845,0.873,0.253,0.19,4,19.3,2.8
2024-04-20,Tourney_5,WTA,Grass,0,QF,WTA_Player_16,WTA_Player_9,2,110,1,WTA_Player_16,WTA_Player_9,6-4 3-6 6-3,1.274,6.439,0.607,0.644,0.336,0.362,0.744,0.792,0.217,0.328,1,21.3,4.3
2024-04-23,Tourney_2,WTA,Grass,1,SF,WTA_Player_2,WTA_Player_15,120,107,0,WTA_Player_15,WTA_Player_2,6-4 3-6 6-3,2.357,1.939,0.685,0.654,0.398,0.412,0.894,0.89,0.215,0.316,2,25.0,4.0
2024-04-26,Tourney_8,ATP,Grass,0,F,ATP_Player_14,ATP_Player_7,89,28,0,ATP_Player_7,ATP_Player_14,6-4 3-6 6-3,3.72,1.49,0.67,0.674,0.37,0.369,0.837,0.837,0.202,0.33,1,20.5,-0.8
2024-04-29,Tourney_8,ATP,Clay,0,F,ATP_Player_12,ATP_Player_14,118,5,0,ATP_Player_14,ATP_Player_12,6-4 3-6 6-3,6.858,1.259,0.683,0.618,0.341,0.324,0.786,0.685,0.344,0.338,4,16.6,-0.5
2024-05-02,Tourney_1,ATP,Hard,1,QF,ATP_Player_15,ATP_Player_9,99,42,1,ATP_Player_15,ATP_Player_9,6-4 3-6 6-3,3.565,1.516,0.665,0.646,0.394,0.324,0.867,0.681,0.275,0.267,1,20.6,-11.7
2024-05-05,Tourney_8,WTA,Hard,0,F,WTA_Player_4,WTA_Player_9,38,9,1,WTA_Player_4,WTA_Player_9,6-4 3-6 6-3,2.707,1.752,0.701,0.643,0.33,0.386,0.797,0.852,0.125,0.263,2,23.1,-9.2
2024-05-08,Tourney_1,WTA,Hard,0,SF,WTA_Player_3,WTA_Player_18,21,37,0,WTA_Player_18,WTA_Player_3,6-4 3-6 6-3,1.901,2.416,0.673,0.696,0.444,0.442,0.861,0.792,0.342,0.181,2,16.4,-2.9
2024-05-11,Tourney_4,ATP,Hard,1,F,ATP_Player_9,ATP_Player_10,43,109,1,ATP_Player_9,ATP_Player_10,6-4 3-6 6-3,1.459,3.927,0.687,0.615,0.425,0.354,0.733,0.763,0.274,0.253,2,17.1,-0.6
2024-05-14,Tourney_4,WTA,Grass,0,R32,WTA_Player_12,WTA_Player_15,41,21,0,WTA_Player_15,WTA_Player_12,6-4 3-6 6-3,2.5,1.852,0.611,0.635,0.386,0.331,0.732,0.843,0.128,0.207,2,20.0,-3.6
2024-05-17,Tourney_1,WTA,Hard,1,F,WTA_Player_15,WTA_Player_12,79,40,0,WTA_Player_12,WTA_Player_15,6-4 3-6 6-3,2.973,1.656,0.64,0.676,0.392,0.374,0.861,0.807,0.215,0.172,1,27.5,-4.5
2024-05-20,Tourney_8,ATP,Grass,0,R16,ATP_Player_6,ATP_Player_10,107,4,0,ATP_Player_10,ATP_Player_6,6-4 3-6 6-3,6.051,1.291,0.608,0.616,0.384,0.398,0.8,0.75,0.206,0.173,4,25.0,-4.3
2024-05-23,Tourney_6,ATP,Hard,0,R32,ATP_Player_11,ATP_Player_4,47,119,0,ATP_Player_4,ATP_Player_11,6-4 3-6 6-3,1.425,4.196,0.706,0.679,0.38,0.388,0.793,0.793,0.139,0.17,1,23.7,6.4
2024-05-26,Tourney_7,WTA,Clay,0,R16,WTA_Player_17,WTA_Player_3,116,88,1,WTA_Player_17,WTA_Player_3,6-4 3-6 6-3,2.683,1.763,0.585,0.719,0.403,0.432,0.894,0.774,0.146,0.168,1,21.6,2.4
2024-05-29,Tourney_7,ATP,Hard,1,QF,ATP_Player_12,ATP_Player_15,99,92,0,ATP_Player_15,ATP_Player_12,6-4 3-6 6-3,2.245,2.022,0.612,0.626,0.358,0.344,0.715,0.745,0.27,0.298,1,25.1,-0.5
2024-06-01,Tourney_8,WTA,Clay,0,QF,WTA_Player_14,WTA_Player_9,52,102,1,WTA_Player_14,WTA_Player_9,6-4 3-6 6-3,1.566,3.316,0.694,0.651,0.39,0.363,0.847,0.834,0.269,0.125,4,24.9,7.0
2024-06-04,Tourney_2,ATP,Clay,0,R16,ATP_Player_3,ATP_Player_16,72,112,0,ATP_Player_16,ATP_Player_3,6-4 3-6 6-3,1.648,3.002,0.6,0.643,0.396,0.374,0.748,0.733,0.135,0.275,4,23.2,3.2
2024-06-07,Tourney_1,ATP,Clay,1,R32,ATP_Player_11,ATP_Player_16,2,4,1,ATP_Player_11,ATP_Player_16,6-4 3-6 6-3,2.096,2.16,0.714,0.673,0.415,0.402,0.825,0.822,0.296,0.257,2,26.8,-2.7
2024-06-10,Tourney_5,WTA,Grass,0,QF,WTA_Player_11,WTA_Player_17,78,37,0,WTA_Player_17,WTA_Player_11,6-4 3-6 6-3,3.032,1.639,0.669,0.704,0.39,0.358,0.825,0.763,0.292,0.315,3,19.1,-10.1
2024-06-13,Tourney_1,ATP,Hard,0,R32,ATP_Player_5,ATP_Player_2,76,93,0,ATP_Player_2,ATP_Player_5,6-4 3-6 6-3,1.888,2.437,0.631,0.707,0.407,0.437,0.788,0.844,0.341,0.237,2,20.9,-2.4
2024-06-16,Tourney_5,ATP,Clay,0,R16,ATP_Player_15,ATP_Player_17,42,35,1,ATP_Player_15,ATP_Player_17,6-4 3-6 6-3,2.245,2.022,0.609,0.632,0.397,0.405,0.682,0.763,0.131,0.268,1,21.4,-5.5
2024-06-19,Tourney_4,ATP,Clay,0,QF,ATP_Player_8,ATP_Player_12,108,85,1,ATP_Player_8,ATP_Player_12,6-4 3-6 6-3,2.566,1.817,0.664,0.623,0.419,0.368,0.844,0.725,0.347,0.289,4,23.8,-5.9
2024-06-22,Tourney_4,WTA,Hard,1,QF,WTA_Player_2,WTA_Player_19,19,120,1,WTA_Player_2,WTA_Player_19,6-4 3-6 6-3,1.298,5.904,0.656,0.583,0.37,0.336,0.736,0.733,0.124,0.126,2,25.2,1.3
2024-06-25,Tourney_2,ATP,Clay,0,QF,ATP_Player_5,ATP_Player_18,95,28,0,ATP_Player_18,ATP_Player_5,6-4 3-6 6-3,3.97,1.453,0.691,0.695,0.428,0.368,0.845,0.814,0.329,0.168,1,24.0,-5.2
2024-06-28,Tourney_5,WTA,Grass,0,R32,WTA_Player_7,WTA_Player_10,84,28,0,WTA_Player_10,WTA_Player_7,6-4 3-6 6-3,3.528,1.523,0.698,0.636,0.393,0.447,0.781,0.773,0.242,0.189,4,20.5,-7.2
2024-07-01,Tourney_1,WTA,Grass,0,R32,WTA_Player_11,WTA_Player_15,69,96,1,WTA_Player_11,WTA_Player_15,6-4 3-6 6-3,1.773,2.659,0.635,0.7,0.398,0.395,0.749,0.688,0.334,0.136,4,21.6,-2.6
2024-07-04,Tourney_4,ATP,Clay,1,F,ATP_Player_8,ATP_Player_19,89,28,0,ATP_Player_19,ATP_Player_8,6-4 3-6 6-3,3.72,1.49,0.581,0.648,0.348,0.445,0.818,0.834,0.304,0.22,4,25.2,-0.5
2024-07-07,Tourney_2,ATP,Clay,0,QF,ATP_Player_9,ATP_Player_1,24,87,0,ATP_Player_1,ATP_Player_9,6-4 3-6 6-3,1.477,3.801,0.646,0.69,0.338,0.378,0.849,0.876,0.142,0.228,4,25.9,0.7
2024-07-10,Tourney_1,WTA,Grass,0,R32,WTA_Player_15,WTA_Player_4,5,72,0,WTA_Player_4,WTA_Player_15,6-4 3-6 6-3,1.453,3.97,0.719,0.684,0.438,0.443,0.862,0.694,0.322,0.212,1,30.0,6.9
2024-07-13,Tourney_3,ATP,Clay,0,SF,ATP_Player_7,ATP_Player_11,111,59,1,ATP_Player_7,ATP_Player_11,6-4 3-6 6-3,3.385,1.551,0.618,0.684,0.346,0.435,0.842,0.834,0.305,0.255,2,26.2,-0.9
2024-07-16,Tourney_8,ATP,Hard,0,SF,ATP_Player_15,ATP_Player_4,22,6,0,ATP_Player_4,ATP_Player_15,6-4 3-6 6-3,2.416,1.901,0.72,0.602,0.334,0.387,0.863,0.89,0.203,0.152,1,24.8,-0.8
2024-07-19,Tourney_3,ATP,Hard,0,F,ATP_Player_11,ATP_Player_1,37,27,0,ATP_Player_1,ATP_Player_11,6-4 3-6 6-3,2.3,1.979,0.659,0.685,0.361,0.383,0.824,0.878,0.15,0.181,3,19.9,-1.9
2024-07-22,Tourney_7,ATP,Grass,1,F,ATP_Player_8,ATP_Player_6,50,79,1,ATP_Player_8,ATP_Player_6,6-4 3-6 6-3,1.752,2.707,0.635,0.65,0.402,0.425,0.823,0.812,0.149,0.186,3,21.4,1.5
2024-07-25,Tourney_5,WTA,Grass,0,R32,WTA_Player_17,WTA_Player_19,19,77,1,WTA_Player_17,WTA_Player_19,6-4 3-6 6-3,1.51,3.603,0.707,0.677,0.379,0.443,0.86,0.756,0.131,0.315,2,22.0,-6.1
2024-07-28,Tourney_3,ATP,Clay,0,QF,ATP_Player_19,ATP_Player_17,42,14,0,ATP_Player_17,ATP_Player_19,6-4 3-6 6-3,2.683,1.763,0.666,0.646,0.408,0.358,0.892,0.851,0.14,0.265,4,15.9,-4.5
